X,Figure1E,Figure2C,Figure2D,Figure2H,Figure4B,genes,sc_w3_w4,mouse
ENSG00000109586,NA,Early differentiation,NA,NA,NA,GALNT7,expressed,NA
ENSG00000176402,NA,Early differentiation,NA,NA,NA,GJC3,expressed,NA
ENSG00000125850,NA,Early differentiation,NA,NA,NA,OVOL2,expressed,NA
ENSG00000116260,NA,Early differentiation,NA,NA,NA,QSOX1,expressed,NA
ENSG00000182107,NA,Early differentiation,NA,NA,NA,TMEM30B,expressed,NA
ENSG00000260798,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000130203,NA,Early differentiation,NA,NA,NA,APOE,expressed,NA
ENSG00000077009,NA,Early differentiation,NA,NA,NA,NMRK2,expressed,NA
ENSG00000138768,NA,Early differentiation,NA,NA,Cluster 2,USO1,expressed,NA
ENSG00000003400,NA,Early differentiation,NA,NA,NA,CASP10,expressed,NA
ENSG00000287523,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000096717,NA,Early differentiation,NA,NA,NA,SIRT1,expressed,NA
ENSG00000150594,NA,Early differentiation,NA,NA,NA,ADRA2A,expressed,NA
ENSG00000230623,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000198087,NA,Early differentiation,NA,NA,Cluster 2,CD2AP,expressed,NA
ENSG00000229618,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000231789,NA,Early differentiation,NA,NA,NA,PIK3CD-AS2,NA,NA
ENSG00000141934,NA,Early differentiation,NA,NA,NA,PLPP2,NA,NA
ENSG00000149418,NA,Early differentiation,NA,NA,NA,ST14,expressed,NA
ENSG00000065361,NA,Early differentiation,NA,NA,NA,ERBB3,expressed,NA
ENSG00000104413,NA,Early differentiation,NA,NA,NA,ESRP1,expressed,NA
ENSG00000166145,NA,Early differentiation,NA,NA,NA,SPINT1,expressed,NA
ENSG00000204936,NA,Early differentiation,NA,NA,NA,CD177,NA,NA
ENSG00000146904,NA,Early differentiation,NA,NA,NA,EPHA1,expressed,NA
ENSG00000142408,NA,Early differentiation,NA,NA,NA,CACNG8,expressed,NA
ENSG00000076716,NA,Early differentiation,NA,NA,NA,GPC4,expressed,NA
ENSG00000130182,NA,Early differentiation,NA,NA,NA,ZSCAN10,expressed,NA
ENSG00000174720,NA,Early differentiation,NA,NA,NA,LARP7,expressed,NA
ENSG00000240563,NA,Early differentiation,NA,NA,NA,L1TD1,expressed,NA
ENSG00000101347,NA,Early differentiation,NA,NA,NA,SAMHD1,expressed,NA
ENSG00000147676,NA,Early differentiation,NA,NA,NA,MAL2,expressed,NA
ENSG00000204581,NA,Early differentiation,NA,NA,NA,ACOXL-AS1,NA,NA
ENSG00000153093,NA,Early differentiation,NA,NA,Cluster 2,ACOXL,expressed,NA
ENSG00000132698,NA,Early differentiation,NA,NA,NA,RAB25,expressed,NA
ENSG00000008083,NA,Early differentiation,NA,NA,NA,JARID2,expressed,NA
ENSG00000115194,NA,Early differentiation,NA,NA,NA,SLC30A3,expressed,NA
ENSG00000058085,NA,Early differentiation,NA,NA,NA,LAMC2,NA,NA
ENSG00000175707,NA,Early differentiation,NA,NA,NA,KDF1,NA,NA
ENSG00000140832,NA,Early differentiation,NA,NA,NA,MARVELD3,expressed,NA
ENSG00000224078,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000105707,NA,Early differentiation,NA,NA,NA,HPN,expressed,NA
ENSG00000133703,NA,Early differentiation,NA,NA,NA,KRAS,expressed,NA
ENSG00000272079,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000116661,NA,Early differentiation,NA,NA,NA,FBXO2,expressed,NA
ENSG00000009950,NA,Early differentiation,NA,NA,NA,MLXIPL,expressed,NA
ENSG00000153094,NA,Early differentiation,NA,NA,Cluster 2,BCL2L11,expressed,NA
ENSG00000176387,NA,Early differentiation,NA,NA,NA,HSD11B2,expressed,NA
ENSG00000084636,NA,Early differentiation,NA,NA,NA,COL16A1,expressed,NA
ENSG00000157214,NA,Early differentiation,NA,NA,NA,STEAP2,expressed,NA
ENSG00000117595,NA,Early differentiation,NA,NA,NA,IRF6,expressed,NA
ENSG00000111752,NA,Early differentiation,NA,NA,NA,PHC1,expressed,NA
ENSG00000260459,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000248528,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000060749,NA,Early differentiation,NA,NA,NA,QSER1,expressed,NA
ENSG00000119411,NA,Early differentiation,NA,NA,NA,BSPRY,expressed,NA
ENSG00000164265,NA,Early differentiation,NA,NA,NA,SCGB3A2,expressed,NA
ENSG00000131771,NA,Early differentiation,NA,NA,NA,PPP1R1B,expressed,NA
ENSG00000215866,NA,Early differentiation,NA,NA,NA,LINC01356,NA,NA
ENSG00000258696,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000188282,NA,Early differentiation,NA,NA,NA,RUFY4,NA,NA
ENSG00000280142,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000159712,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000274701,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000140835,NA,Early differentiation,NA,NA,NA,CHST4,NA,NA
ENSG00000152061,NA,Early differentiation,NA,NA,NA,RABGAP1L,expressed,NA
ENSG00000204121,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000282048,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000054179,NA,Early differentiation,NA,NA,NA,ENTPD2,expressed,NA
ENSG00000166831,NA,Early differentiation,NA,NA,NA,RBPMS2,expressed,NA
ENSG00000229271,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000106538,NA,Early differentiation,NA,NA,NA,RARRES2,expressed,NA
ENSG00000262943,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000223572,NA,Early differentiation,NA,NA,NA,CKMT1B,expressed,NA
ENSG00000249532,NA,Early differentiation,NA,NA,NA,MIR302CHG,NA,NA
ENSG00000121897,NA,Early differentiation,NA,NA,NA,LIAS,expressed,NA
ENSG00000106077,NA,Early differentiation,NA,NA,NA,ABHD11,expressed,NA
ENSG00000167306,NA,Early differentiation,NA,NA,NA,MYO5B,expressed,NA
ENSG00000243004,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000147596,NA,Early differentiation,NA,NA,NA,PRDM14,expressed,NA
ENSG00000106078,NA,Early differentiation,NA,NA,NA,COBL,expressed,NA
ENSG00000124839,NA,Early differentiation,NA,NA,NA,RAB17,expressed,NA
ENSG00000069482,NA,Early differentiation,NA,NA,NA,GAL,expressed,NA
ENSG00000262152,NA,Early differentiation,NA,NA,NA,GREP1,NA,NA
ENSG00000236330,NA,Early differentiation,NA,NA,NA,RPL5P9,NA,NA
ENSG00000134207,NA,Early differentiation,NA,NA,NA,SYT6,expressed,NA
ENSG00000111319,NA,Early differentiation,NA,NA,NA,SCNN1A,expressed,NA
ENSG00000141314,NA,Early differentiation,NA,NA,NA,RHBDL3,expressed,NA
ENSG00000135525,NA,Early differentiation,NA,NA,NA,MAP7,expressed,NA
ENSG00000181885,NA,Early differentiation,NA,NA,NA,CLDN7,expressed,NA
ENSG00000244342,NA,Early differentiation,NA,NA,NA,LINC00698,NA,NA
ENSG00000124107,NA,Early differentiation,NA,NA,NA,SLPI,expressed,NA
ENSG00000254277,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000244280,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000182866,NA,Early differentiation,NA,NA,NA,LCK,expressed,NA
ENSG00000102755,NA,Early differentiation,NA,NA,NA,FLT1,expressed,NA
ENSG00000151224,NA,Early differentiation,NA,NA,NA,MAT1A,NA,NA
ENSG00000138100,NA,Early differentiation,NA,NA,NA,TRIM54,expressed,NA
ENSG00000260834,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000257084,NA,Early differentiation,NA,NA,NA,MIR200CHG,NA,NA
ENSG00000235750,NA,Early differentiation,NA,NA,NA,KIAA0040,expressed,NA
ENSG00000141655,NA,Early differentiation,NA,NA,NA,TNFRSF11A,expressed,NA
ENSG00000185156,NA,Early differentiation,NA,NA,NA,MFSD6L,NA,NA
ENSG00000127831,NA,Early differentiation,NA,NA,NA,VIL1,expressed,NA
ENSG00000122482,NA,Early differentiation,NA,NA,NA,ZNF644,expressed,NA
ENSG00000197594,NA,Early differentiation,NA,NA,NA,ENPP1,expressed,NA
ENSG00000120659,NA,Early differentiation,NA,NA,NA,TNFSF11,NA,NA
ENSG00000166105,NA,Early differentiation,NA,NA,NA,GLB1L3,NA,NA
ENSG00000119866,NA,Early differentiation,NA,NA,NA,BCL11A,expressed,NA
ENSG00000280707,NA,Early differentiation,NA,NA,NA,HPAT5,NA,NA
ENSG00000102096,NA,Early differentiation,NA,NA,NA,PIM2,expressed,NA
ENSG00000241186,NA,Early differentiation,NA,NA,NA,TDGF1,NA,NA
ENSG00000254934,NA,Early differentiation,NA,NA,NA,LINC00678,NA,NA
ENSG00000249152,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000248131,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000280511,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000143494,NA,Early differentiation,NA,NA,NA,VASH2,expressed,NA
ENSG00000159079,NA,Early differentiation,NA,NA,NA,CFAP298,NA,NA
ENSG00000003509,NA,Early differentiation,NA,NA,NA,NDUFAF7,expressed,NA
ENSG00000149782,NA,Early differentiation,NA,NA,NA,PLCB3,expressed,NA
ENSG00000116039,NA,Early differentiation,NA,NA,Cluster 2,ATP6V1B1,expressed,NA
ENSG00000274652,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000264164,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000254252,NA,Early differentiation,NA,NA,NA,RPL7P20,NA,NA
ENSG00000133477,NA,Early differentiation,NA,NA,NA,FAM83F,expressed,NA
ENSG00000231698,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000178409,NA,Early differentiation,NA,NA,NA,BEND3,expressed,NA
ENSG00000177156,NA,Early differentiation,NA,NA,NA,TALDO1,expressed,NA
ENSG00000224039,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000155380,NA,Early differentiation,NA,NA,NA,SLC16A1,expressed,NA
ENSG00000265992,NA,Early differentiation,NA,NA,NA,ESRG,NA,NA
ENSG00000147601,NA,Early differentiation,NA,NA,NA,TERF1,expressed,NA
ENSG00000265574,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000182667,NA,Early differentiation,NA,NA,NA,NTM,expressed,NA
ENSG00000020256,NA,Early differentiation,NA,NA,NA,ZFP64,expressed,NA
ENSG00000107521,NA,Early differentiation,NA,NA,NA,HPS1,expressed,NA
ENSG00000013306,NA,Early differentiation,NA,NA,NA,SLC25A39,expressed,NA
ENSG00000148680,NA,Early differentiation,NA,NA,NA,HTR7,expressed,NA
ENSG00000044459,NA,Early differentiation,NA,NA,NA,CNTLN,expressed,NA
ENSG00000137509,NA,Early differentiation,NA,NA,NA,PRCP,expressed,NA
ENSG00000272086,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000256995,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000123405,NA,Early differentiation,NA,NA,NA,NFE2,expressed,NA
ENSG00000104714,NA,Early differentiation,NA,NA,NA,ERICH1,expressed,NA
ENSG00000185666,NA,Early differentiation,NA,NA,NA,SYN3,expressed,NA
ENSG00000125571,NA,Early differentiation,NA,NA,NA,IL37,NA,NA
ENSG00000171759,NA,Early differentiation,NA,NA,NA,PAH,expressed,NA
ENSG00000175121,NA,Early differentiation,NA,NA,NA,WFDC5,NA,NA
ENSG00000070756,NA,Early differentiation,NA,NA,NA,PABPC1,expressed,NA
ENSG00000166441,NA,Early differentiation,NA,NA,NA,RPL27A,expressed,NA
ENSG00000161016,NA,Early differentiation,NA,NA,NA,RPL8,expressed,NA
ENSG00000137818,NA,Early differentiation,NA,NA,Cluster 2,RPLP1,expressed,NA
ENSG00000113657,NA,Early differentiation,NA,NA,NA,DPYSL3,expressed,NA
ENSG00000197958,NA,Early differentiation,NA,NA,NA,RPL12,expressed,NA
ENSG00000107833,NA,Early differentiation,NA,NA,NA,NPM3,expressed,NA
ENSG00000183077,NA,Early differentiation,NA,NA,NA,AFMID,expressed,NA
ENSG00000119782,NA,Early differentiation,NA,NA,NA,FKBP1B,expressed,NA
ENSG00000171425,NA,Early differentiation,NA,NA,NA,ZNF581,expressed,NA
ENSG00000064419,NA,Early differentiation,NA,NA,NA,TNPO3,expressed,NA
ENSG00000151131,NA,Early differentiation,NA,NA,NA,NOPCHAP1,NA,NA
ENSG00000137309,NA,Early differentiation,NA,NA,Cluster 2,HMGA1,expressed,NA
ENSG00000171858,NA,Early differentiation,NA,NA,NA,RPS21,expressed,NA
ENSG00000172809,NA,Early differentiation,NA,NA,NA,RPL38,expressed,NA
ENSG00000175274,NA,Early differentiation,NA,NA,NA,TP53I11,expressed,NA
ENSG00000101132,NA,Early differentiation,NA,NA,NA,PFDN4,expressed,NA
ENSG00000186184,NA,Early differentiation,NA,NA,NA,POLR1D,expressed,NA
ENSG00000178035,NA,Early differentiation,NA,NA,NA,IMPDH2,expressed,NA
ENSG00000004478,NA,Early differentiation,NA,NA,NA,FKBP4,expressed,NA
ENSG00000084092,NA,Early differentiation,NA,NA,NA,NOA1,expressed,NA
ENSG00000159111,NA,Early differentiation,NA,NA,NA,MRPL10,expressed,NA
ENSG00000107951,NA,Early differentiation,NA,NA,NA,MTPAP,expressed,NA
ENSG00000163882,NA,Early differentiation,NA,NA,NA,POLR2H,expressed,NA
ENSG00000105373,NA,Early differentiation,NA,NA,NA,NOP53,NA,NA
ENSG00000131914,NA,Early differentiation,NA,NA,Cluster 1,LIN28A,expressed,NA
ENSG00000104408,NA,Early differentiation,NA,NA,NA,EIF3E,expressed,NA
ENSG00000168028,NA,Early differentiation,NA,NA,NA,RPSA,expressed,NA
ENSG00000197728,NA,Early differentiation,NA,NA,NA,RPS26,expressed,NA
ENSG00000089157,NA,Early differentiation,NA,NA,NA,RPLP0,expressed,NA
ENSG00000083845,NA,Early differentiation,NA,NA,NA,RPS5,expressed,NA
ENSG00000188846,NA,Early differentiation,NA,NA,NA,RPL14,expressed,NA
ENSG00000143947,NA,Early differentiation,NA,NA,NA,RPS27A,expressed,NA
ENSG00000177600,NA,Early differentiation,NA,NA,NA,RPLP2,expressed,NA
ENSG00000231500,NA,Early differentiation,NA,NA,NA,RPS18,expressed,NA
ENSG00000114391,NA,Early differentiation,NA,NA,NA,RPL24,expressed,NA
ENSG00000142676,NA,Early differentiation,NA,NA,NA,RPL11,expressed,NA
ENSG00000174444,NA,Early differentiation,NA,NA,NA,RPL4,expressed,NA
ENSG00000204628,NA,Early differentiation,NA,NA,NA,RACK1,NA,NA
ENSG00000197756,NA,Early differentiation,NA,NA,NA,RPL37A,expressed,NA
ENSG00000122406,NA,Early differentiation,NA,NA,NA,RPL5,expressed,NA
ENSG00000171863,NA,Early differentiation,NA,NA,NA,RPS7,expressed,NA
ENSG00000149273,NA,Early differentiation,NA,NA,NA,RPS3,expressed,NA
ENSG00000105193,NA,Early differentiation,NA,NA,NA,RPS16,expressed,NA
ENSG00000108107,NA,Early differentiation,NA,NA,NA,RPL28,expressed,NA
ENSG00000105640,NA,Early differentiation,NA,NA,NA,RPL18A,expressed,NA
ENSG00000140988,NA,Early differentiation,NA,NA,NA,RPS2,expressed,NA
ENSG00000162244,NA,Early differentiation,NA,NA,NA,RPL29,expressed,NA
ENSG00000178105,NA,Early differentiation,NA,NA,NA,DDX10,expressed,NA
ENSG00000136982,NA,Early differentiation,NA,NA,NA,DSCC1,expressed,NA
ENSG00000154473,NA,Early differentiation,NA,NA,NA,BUB3,expressed,NA
ENSG00000107581,NA,Early differentiation,NA,NA,NA,EIF3A,expressed,NA
ENSG00000226792,NA,Early differentiation,NA,NA,NA,C13orf42,NA,NA
ENSG00000163029,NA,Early differentiation,NA,NA,NA,SMC6,expressed,NA
ENSG00000198554,NA,Early differentiation,NA,NA,NA,WDHD1,expressed,NA
ENSG00000089006,NA,Early differentiation,NA,NA,NA,SNX5,expressed,NA
ENSG00000128951,NA,Early differentiation,NA,NA,NA,DUT,expressed,NA
ENSG00000196743,NA,Early differentiation,NA,NA,NA,GM2A,expressed,NA
ENSG00000116670,NA,Early differentiation,NA,NA,NA,MAD2L2,expressed,NA
ENSG00000065882,NA,Early differentiation,NA,NA,NA,TBC1D1,expressed,NA
ENSG00000162377,NA,Early differentiation,NA,NA,NA,COA7,expressed,NA
ENSG00000147604,NA,Early differentiation,NA,NA,NA,RPL7,expressed,NA
ENSG00000112306,NA,Early differentiation,NA,NA,NA,RPS12,expressed,NA
ENSG00000142541,NA,Early differentiation,NA,NA,NA,RPL13A,expressed,NA
ENSG00000213741,NA,Early differentiation,NA,NA,NA,RPS29,expressed,NA
ENSG00000173660,NA,Early differentiation,NA,NA,NA,UQCRH,expressed,NA
ENSG00000128050,NA,Early differentiation,NA,NA,NA,PAICS,expressed,NA
ENSG00000198498,NA,Early differentiation,NA,NA,NA,TMA16,expressed,NA
ENSG00000113048,NA,Early differentiation,NA,NA,NA,MRPS27,expressed,NA
ENSG00000196504,NA,Early differentiation,NA,NA,NA,PRPF40A,expressed,NA
ENSG00000105202,NA,Early differentiation,NA,NA,NA,FBL,expressed,NA
ENSG00000142864,NA,Early differentiation,NA,NA,NA,SERBP1,expressed,NA
ENSG00000137154,NA,Early differentiation,NA,NA,Cluster 1,RPS6,expressed,NA
ENSG00000119335,NA,Early differentiation,NA,NA,NA,SET,expressed,NA
ENSG00000164985,NA,Early differentiation,NA,NA,NA,PSIP1,expressed,NA
ENSG00000181163,NA,Early differentiation,NA,NA,NA,NPM1,expressed,NA
ENSG00000167513,NA,Early differentiation,NA,NA,NA,CDT1,expressed,NA
ENSG00000113569,NA,Early differentiation,NA,NA,NA,NUP155,expressed,NA
ENSG00000197498,NA,Early differentiation,NA,NA,NA,RPF2,expressed,NA
ENSG00000128789,NA,Early differentiation,NA,NA,NA,PSMG2,expressed,NA
ENSG00000113460,NA,Early differentiation,NA,NA,NA,BRIX1,expressed,NA
ENSG00000005022,NA,Early differentiation,NA,NA,NA,SLC25A5,expressed,NA
ENSG00000135940,NA,Early differentiation,NA,NA,NA,COX5B,expressed,NA
ENSG00000178982,NA,Early differentiation,NA,NA,NA,EIF3K,expressed,NA
ENSG00000127184,NA,Early differentiation,NA,NA,NA,COX7C,expressed,NA
ENSG00000122882,NA,Early differentiation,NA,NA,NA,ECD,expressed,NA
ENSG00000119705,NA,Early differentiation,NA,NA,NA,SLIRP,expressed,NA
ENSG00000174547,NA,Early differentiation,NA,NA,NA,MRPL11,expressed,NA
ENSG00000073536,NA,Early differentiation,NA,NA,NA,NLE1,expressed,NA
ENSG00000088832,NA,Early differentiation,NA,NA,NA,FKBP1A,expressed,NA
ENSG00000145545,NA,Early differentiation,NA,NA,NA,SRD5A1,expressed,NA
ENSG00000147687,NA,Early differentiation,NA,NA,NA,TATDN1,expressed,NA
ENSG00000137574,NA,Early differentiation,NA,NA,NA,TGS1,expressed,NA
ENSG00000198931,NA,Early differentiation,NA,NA,NA,APRT,expressed,NA
ENSG00000172053,NA,Early differentiation,NA,NA,NA,QARS1,NA,NA
ENSG00000215021,NA,Early differentiation,NA,NA,NA,PHB2,expressed,NA
ENSG00000144354,NA,Early differentiation,NA,NA,NA,CDCA7,expressed,NA
ENSG00000064102,NA,Early differentiation,NA,NA,NA,INTS13,NA,NA
ENSG00000148985,NA,Early differentiation,NA,NA,NA,PGAP2,expressed,NA
ENSG00000204370,NA,Early differentiation,NA,NA,NA,SDHD,expressed,NA
ENSG00000104341,NA,Early differentiation,NA,NA,NA,LAPTM4B,expressed,NA
ENSG00000146535,NA,Early differentiation,NA,NA,NA,GNA12,expressed,NA
ENSG00000134873,NA,Early differentiation,NA,NA,NA,CLDN10,expressed,NA
ENSG00000165349,NA,Early differentiation,NA,NA,NA,SLC7A3,expressed,NA
ENSG00000172819,NA,Early differentiation,NA,NA,NA,RARG,expressed,NA
ENSG00000160124,NA,Early differentiation,NA,NA,NA,MIX23,NA,NA
ENSG00000198042,NA,Early differentiation,NA,NA,NA,MAK16,expressed,NA
ENSG00000261236,NA,Early differentiation,NA,NA,NA,BOP1,expressed,NA
ENSG00000065618,NA,Early differentiation,NA,NA,NA,COL17A1,expressed,NA
ENSG00000178718,NA,Early differentiation,NA,NA,NA,RPP25,expressed,NA
ENSG00000152213,NA,Early differentiation,NA,NA,Cluster 2,ARL11,expressed,NA
ENSG00000084774,NA,Early differentiation,NA,NA,NA,CAD,expressed,NA
ENSG00000120800,NA,Early differentiation,NA,NA,NA,UTP20,expressed,NA
ENSG00000213516,NA,Early differentiation,NA,NA,NA,RBMXL1,expressed,NA
ENSG00000101282,NA,Early differentiation,NA,NA,NA,RSPO4,expressed,NA
ENSG00000127423,NA,Early differentiation,NA,NA,NA,AUNIP,expressed,NA
ENSG00000167635,NA,Early differentiation,NA,NA,NA,ZNF146,expressed,NA
ENSG00000100889,NA,Early differentiation,NA,NA,NA,PCK2,expressed,NA
ENSG00000172216,NA,Early differentiation,NA,NA,NA,CEBPB,expressed,NA
ENSG00000108091,NA,Early differentiation,NA,NA,Cluster 2,CCDC6,expressed,NA
ENSG00000109861,NA,Early differentiation,NA,NA,NA,CTSC,expressed,NA
ENSG00000115816,NA,Early differentiation,NA,NA,NA,CEBPZ,expressed,NA
ENSG00000185847,NA,Early differentiation,NA,NA,NA,LINC01405,NA,NA
ENSG00000260912,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000081803,NA,Early differentiation,NA,NA,NA,CADPS2,expressed,NA
ENSG00000043143,NA,Early differentiation,NA,NA,NA,JADE2,expressed,NA
ENSG00000104112,NA,Early differentiation,NA,NA,Cluster 1,SCG3,expressed,NA
ENSG00000155506,NA,Early differentiation,NA,NA,NA,LARP1,expressed,NA
ENSG00000092621,NA,Early differentiation,NA,NA,NA,PHGDH,expressed,NA
ENSG00000196358,NA,Early differentiation,NA,NA,NA,NTNG2,expressed,NA
ENSG00000187514,NA,Early differentiation,NA,NA,NA,PTMA,expressed,NA
ENSG00000281398,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000177098,NA,Early differentiation,NA,NA,NA,SCN4B,NA,NA
ENSG00000146701,NA,Early differentiation,NA,NA,NA,MDH2,expressed,NA
ENSG00000121057,NA,Early differentiation,NA,NA,NA,AKAP1,expressed,NA
ENSG00000146530,NA,Early differentiation,NA,NA,NA,VWDE,expressed,NA
ENSG00000226419,NA,Early differentiation,NA,NA,Cluster 1,SLC16A1-AS1,expressed,NA
ENSG00000269893,NA,Early differentiation,NA,NA,NA,SNHG8,expressed,NA
ENSG00000131504,NA,Early differentiation,NA,NA,NA,DIAPH1,expressed,NA
ENSG00000165731,NA,Early differentiation,NA,NA,NA,RET,expressed,NA
ENSG00000164626,NA,Early differentiation,NA,NA,NA,KCNK5,expressed,NA
ENSG00000174951,NA,Early differentiation,NA,NA,NA,FUT1,expressed,NA
ENSG00000242125,NA,Early differentiation,NA,NA,NA,SNHG3,NA,NA
ENSG00000137225,NA,Early differentiation,NA,NA,NA,CAPN11,expressed,NA
ENSG00000159374,NA,Early differentiation,NA,NA,NA,M1AP,expressed,NA
ENSG00000156504,NA,Early differentiation,NA,NA,NA,PABIR2,NA,NA
ENSG00000241002,NA,Early differentiation,NA,NA,Cluster 2,RPL32P13,NA,NA
ENSG00000186716,NA,Early differentiation,NA,NA,NA,BCR,expressed,NA
ENSG00000092929,NA,Early differentiation,NA,NA,NA,UNC13D,expressed,NA
ENSG00000165983,NA,Early differentiation,NA,NA,NA,PTER,expressed,NA
ENSG00000272619,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000112812,NA,Early differentiation,NA,NA,NA,PRSS16,expressed,NA
ENSG00000179915,NA,Early differentiation,NA,NA,NA,NRXN1,expressed,NA
ENSG00000076043,NA,Early differentiation,NA,NA,NA,REXO2,expressed,NA
ENSG00000188848,NA,Early differentiation,NA,NA,NA,BEND4,expressed,NA
ENSG00000134323,NA,Early differentiation,NA,NA,NA,MYCN,expressed,NA
ENSG00000121904,NA,Early differentiation,NA,NA,NA,CSMD2,expressed,NA
ENSG00000158769,NA,Early differentiation,NA,NA,NA,F11R,expressed,NA
ENSG00000255717,NA,Early differentiation,NA,NA,NA,SNHG1,NA,NA
ENSG00000166840,NA,Early differentiation,NA,NA,NA,GLYATL1,expressed,NA
ENSG00000137073,NA,Early differentiation,NA,NA,NA,UBAP2,expressed,NA
ENSG00000145685,NA,Early differentiation,NA,NA,NA,LHFPL2,expressed,NA
ENSG00000102763,NA,Early differentiation,NA,NA,NA,VWA8,expressed,NA
ENSG00000196876,NA,Early differentiation,NA,NA,NA,SCN8A,expressed,NA
ENSG00000229891,NA,Early differentiation,NA,NA,NA,LINC01315,NA,NA
ENSG00000121570,NA,Early differentiation,NA,NA,NA,DPPA4,expressed,NA
ENSG00000088305,NA,Early differentiation,NA,NA,NA,DNMT3B,expressed,NA
ENSG00000158296,NA,Early differentiation,NA,NA,NA,SLC13A3,expressed,NA
ENSG00000232301,NA,Early differentiation,NA,NA,NA,LNCPRESS1,NA,NA
ENSG00000280435,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000105523,NA,Early differentiation,NA,NA,NA,FAM83E,expressed,NA
ENSG00000156453,NA,Early differentiation,NA,NA,NA,PCDH1,expressed,NA
ENSG00000137460,NA,Early differentiation,NA,NA,NA,FHDC1,expressed,NA
ENSG00000118160,NA,Early differentiation,NA,NA,NA,SLC8A2,expressed,NA
ENSG00000168502,NA,Early differentiation,NA,NA,NA,MTCL1,NA,NA
ENSG00000198155,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000141384,NA,Early differentiation,NA,NA,NA,TAF4B,expressed,NA
ENSG00000106263,NA,Early differentiation,NA,NA,NA,EIF3B,expressed,NA
ENSG00000157110,NA,Early differentiation,NA,NA,NA,RBPMS,expressed,NA
ENSG00000105289,NA,Early differentiation,NA,NA,NA,TJP3,expressed,NA
ENSG00000080854,NA,Early differentiation,NA,NA,NA,IGSF9B,expressed,NA
ENSG00000185339,NA,Early differentiation,NA,NA,NA,TCN2,expressed,NA
ENSG00000248152,NA,Early differentiation,NA,NA,NA,ANK2-AS1,NA,NA
ENSG00000189398,NA,Early differentiation,NA,NA,NA,OR7E12P,NA,NA
ENSG00000139835,NA,Early differentiation,NA,NA,NA,GRTP1,expressed,NA
ENSG00000164048,NA,Early differentiation,NA,NA,NA,ZNF589,expressed,NA
ENSG00000089048,NA,Early differentiation,NA,NA,NA,ESF1,expressed,NA
ENSG00000115290,NA,Early differentiation,NA,NA,NA,GRB14,expressed,NA
ENSG00000128040,NA,Early differentiation,NA,NA,NA,SPINK2,expressed,NA
ENSG00000186838,NA,Early differentiation,NA,NA,NA,SELENOV,NA,NA
ENSG00000166736,NA,Early differentiation,NA,NA,NA,HTR3A,expressed,NA
ENSG00000158825,NA,Early differentiation,NA,NA,NA,CDA,expressed,NA
ENSG00000188816,NA,Early differentiation,NA,NA,NA,HMX2,expressed,NA
ENSG00000279531,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000248750,NA,Early differentiation,NA,NA,NA,NA,NA,NA
ENSG00000261437,NA,Early differentiation,NA,NA,NA,LINC02894,NA,NA
ENSG00000171794,NA,Early differentiation,NA,NA,NA,UTF1,expressed,NA
ENSG00000102996,NA,Early differentiation,NA,NA,NA,MMP15,expressed,NA
